鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,租賃年月日,租賃層次,總樓層數,建物型態,主要用途,建築完成年月,租賃總面積平方公尺,總額元,單價每平方公尺,租賃總面積平方公尺,緯度,經度
三重區,建物,新北市三重區重陽路二段34巷31~60號,0,住,1040429,一層,4,公寓(5樓含以下無電梯),住家用,681205,94,19000,202,0,25.06399000 ,121.48585500 
三重區,建物,新北市三重區重新路五段631~660號,0,工,1040430,三層,14,廠辦,見其他登記事項,970220,297.56,61363,223,42.96,25.04421650 ,121.46784750 
三重區,建物,新北市三重區三和路二段1~30號,0,商,1040516,十一層,11,辦公商業大樓,商業用,821019,62.79,36000,573,0,25.06650910 ,121.50168960 
三重區,建物,新北市三重區重新路四段101之1~30號,0,商,1040430,一層,14,店面(店鋪),商業用,931104,215.78,40000,185,0,25.05454580 ,121.48557700 
三重區,房地(土地+建物),新北市三重區仁義街241巷61~90號,94,住,1040429,三層,3,公寓(5樓含以下無電梯),住家用,590214,60.46,10000,165,0,25.08331850 ,121.49773420 
三重區,建物,新北市三重區永福街211巷1~30號,14,住,1040518,一層,5,公寓(5樓含以下無電梯),見其他登記事項,691009,97,16000,165,0,25.07425300 ,121.47977200 
三重區,房地(土地+建物),新北市三重區中正南路121~150號,14.66,住,1040319,一層,5,公寓(5樓含以下無電梯),商業用,750919,52.36,25000,477,0,25.05726000 ,121.49387000 
三重區,房地(土地+建物),新北市三重區仁慈街1~30號,115.39,住,1040502,一層,5,公寓(5樓含以下無電梯),住家用,770914,76.95,22500,292,0,25.06299920 ,121.50151300 
三重區,建物,新北市三重區三陽路100巷1弄1~30號,0,住,1040601,一層,4,公寓(5樓含以下無電梯),住家用,570601,137.33,42000,306,0,25.05847070 ,121.48337180 
三重區,建物,新北市三重區重新路三段121~150號,0,,1040525,一層,13,店面(店鋪),商業用,961017,120,65000,542,0,25.05958000 ,121.49074100 
三重區,建物,新北市三重區自強路四段91~120號,0,,1040410,五層,5,公寓(5樓含以下無電梯),住家用,731018,128.13,15000,117,0,25.07953980 ,121.49152620 
三重區,建物,新北市三重區三和路三段91~120號,0,,1040107,十三層,13,住宅大樓(11層含以上有電梯),住家用,840315,80.58,18000,223,0,25.06650910 ,121.50168960 
三重區,建物,新北市三重區三和路二段1~30號,0,商,1040612,一層,2,店面(店鋪),商業用,470517,91.24,46000,504,0,25.07197430 ,121.49440360 
三重區,建物,新北市三重區中正南路211~240號,0,住,1040612,十五層,22,住宅大樓(11層含以上有電梯),住家用,1021206,80.57,19000,236,4.83,25.05569480 ,121.49380620 
三重區,房地(土地+建物),新北市三重區重新路三段1~30號,39.97,商,1040611,二層,5,公寓(5樓含以下無電梯),住家用,750908,120.37,21000,174,0,25.06183300 ,121.49543000 
三重區,車位,新北市三重區中正南路211~240號,0,,1040602,,,其他,,,0,3500,,10.73,25.05569480 ,121.49380620 
三重區,車位,新北市三重區中正南路211~240號,0,,1040601,,,其他,,,0,3500,,26.86,25.05569480 ,121.49380620 
三重區,建物,新北市三重區中正南路250巷1~30號,0,,1040624,二十一層,37,住宅大樓(11層含以上有電梯),住家用,970627,160.72,35000,218,0,25.05364000 ,121.49400840 
三重區,建物,新北市三重區民生東街特1~30號,0,住,1040622,二層,5,公寓(5樓含以下無電梯),住家用,760929,104.34,20000,192,0,25.06900100 ,121.49307100 
三重區,建物,新北市三重區溪尾街31~60號,0,,1040401,三層,4,工廠,見其他登記事項,680228,429,70000,,0,25.07586200 ,121.49195510 
三重區,建物,新北市三重區大勇街82巷26弄1~30號,0,工,1040618,四層,5,其他,見其他登記事項,770303,218.44,24500,112,0,25.07245600 ,121.47935100 
三重區,建物,新北市三重區集成路1~30號,0,住,1040628,一層,5,公寓(5樓含以下無電梯),商業用,700112,82,18000,220,0,25.05150750 ,121.48845640 
三重區,建物,新北市三重區三和路二段1~30號,0,,1040701,四層,11,住宅大樓(11層含以上有電梯),商業用,821019,89.54,19000,212,0,25.06650910 ,121.50168960 
三重區,建物,新北市三重區三和路一段31~60號,11.74,住,1040702,一層,5,公寓(5樓含以下無電梯),住家用,780106,79.04,22000,278,0,25.06498870 ,121.50344310 
三重區,建物,新北市三重區光復路一段61巷1~30號,0,工,1040611,九層,13,廠辦,工業用,841019,274.27,43000,157,49.55,25.04885000 ,121.47389600 
三重區,房地(土地+建物)+車位,新北市三重區仁義街159巷31~60號,0.04,住,1040703,五層,13,住宅大樓(11層含以上有電梯),住家用,871212,101.62,19200,189,3.88,25.08178540 ,121.49828160 
三重區,建物,新北市三重區正義北路1~30號,0,商,1040625,一層,4,店面(店鋪),商業用,620209,174,200000,1149,0,25.06252100 ,121.49795180 
三重區,建物,新北市三重區興德路1231~1260號,0,工,1040708,十一層,13,廠辦,工業用,881210,243.1,53550,220,0,25.05353740 ,121.47338390 
三重區,建物,新北市三重區三和路一段31~60號,0,住,1040625,一層,12,住宅大樓(11層含以上有電梯),商業用,911205,54.01,15000,278,0,25.06498870 ,121.50344310 
三重區,建物,新北市三重區重新路二段1~30號,0,住,1040716,一層,14,店面(店鋪),商業用,890212,119.88,100000,834,12.62,25.06305100 ,121.49959900 
三重區,建物,新北市三重區光復路一段61巷1~30號,0,工,1040520,十二層,13,辦公商業大樓,工業用,841019,269.9,45000,167,49.17,25.04885000 ,121.47389600 
三重區,建物,新北市三重區中正北路511~540號,0,其他,1040729,一層,9,店面(店鋪),工業用,820722,166.74,35000,210,0,25.07225090 ,121.46988450 
三重區,車位,新北市三重區重新路四段211~240號,0,商,1040731,,14,其他,住家用,981028,25.3,2500,,25.3,25.05490970 ,121.48614850 
三重區,房地(土地+建物),新北市三重區集賢路1~30號,32.61,住,1040727,七層,15,住宅大樓(11層含以上有電梯),住家用,980331,113.5,35800,315,0,25.08486770 ,121.49711840 
三重區,房地(土地+建物),新北市三重區新北大道一段46巷18弄1~30號,71.56,住,1040810,一層,4,公寓(5樓含以下無電梯),住家用,650925,90,30000,333,0,25.06192500 ,121.48813800 
三重區,建物,新北市三重區重新路四段91~120號,0,商,1040717,十六層,30,辦公商業大樓,商業用,820903,390.29,73160,187,0,25.05555240 ,121.48607630 
三重區,建物,新北市三重區重新路四段91~120號,0,商,1040722,十八層,30,辦公商業大樓,商業用,820903,478.42,95515,200,0,25.05555240 ,121.48607630 
三重區,建物,新北市三重區正義北路1~30號,0,商,1040723,,4,店面(店鋪),商業用,550305,139.06,125000,899,0,25.06252100 ,121.49795180 
三重區,建物,新北市三重區光復路一段61巷1~30號,0,工,1040724,九層,13,廠辦,工業用,841019,281.88,51136,181,49.94,25.04885000 ,121.47389600 
三重區,車位,新北市三重區重新路四段211~240號,0,商,1040731,,14,其他,住家用,981028,25.3,2500,,25.3,25.05490970 ,121.48614850 
三重區,建物,新北市三重區三和路三段107巷31~60號,0,住,1040724,二層,4,公寓(5樓含以下無電梯),住家用,660924,101,22000,218,0,25.07311450 ,121.49548240 
三重區,建物,新北市三重區仁政街181~210號,0,商,1040731,十一層,15,住宅大樓(11層含以上有電梯),住家用,1000902,107.52,24000,223,0,25.07953000 ,121.49118880 
三重區,建物,新北市三重區三信路61~90號,0,住,1040508,七層,11,住宅大樓(11層含以上有電梯),住家用,961024,135.8,47000,346,34.25,25.08542540 ,121.48729490 
三重區,建物,新北市三重區重新路四段31~60號,0,商,1040727,二十三層,24,住宅大樓(11層含以上有電梯),住家用,880608,61.72,21000,340,0,25.05805000 ,121.48817100 
三重區,建物,新北市三重區三賢街1~30號,32.52,住,1040828,一層,14,店面(店鋪),商業用,970204,197.36,59091,299,30.45,25.08760990 ,121.48683010 
三重區,房地(土地+建物),新北市三重區重新路四段151~180號,5.9,商,1040827,一層,14,店面(店鋪),商業用,920415,63.46,23863,376,0,25.05616020 ,121.48664740 
三重區,建物,新北市三重區仁政街181~210號,0,其他,1040914,十一層,15,住宅大樓(11層含以上有電梯),住家用,1000902,107.52,24000,223,0,25.07953000 ,121.49118880 
三重區,建物,新北市三重區重新路一段121~150號,0,其他,1040913,二十層,27,住宅大樓(11層含以上有電梯),住家用,1011220,96.86,25000,258,0,25.06325450 ,121.50018710 
三重區,房地(土地+建物),新北市三重區中央南路91~120號,44.63,商,1040903,三層,4,公寓(5樓含以下無電梯),住家用,640123,152.34,30000,197,0,25.06068260 ,121.50133830 
三重區,房地(土地+建物),新北市三重區光復路一段61巷24弄1~30號,156,工,1040817,二層,2,華廈(10層含以下有電梯),住商用,770825,141.3,40000,283,0,25.04682700 ,121.47234300 
三重區,房地(土地+建物),新北市三重區光復路一段61巷24弄1~30號,156,工,1040817,一層,2,華廈(10層含以下有電梯),見其他登記事項,770825,141.3,40000,283,0,25.04682700 ,121.47234300 
三重區,建物,新北市三重區重新路一段121~150號,6.26,其他,1040820,二十六層,27,住宅大樓(11層含以上有電梯),住家用,1011220,106.89,29000,271,0,25.06325450 ,121.50018710 
三重區,建物,新北市三重區力行路一段271~300號,124,,1040922,一層,5,公寓(5樓含以下無電梯),住家用,720129,115.14,30000,261,0,25.07160580 ,121.48232080 
三重區,建物,新北市三重區三和路二段1~30號,8.05,,1041004,四層,11,住宅大樓(11層含以上有電梯),商業用,821019,71.74,19000,265,0,25.06650910 ,121.50168960 
三重區,房地(土地+建物),新北市三重區重安街61~90號,73.02,住,1040922,地下一層,19,住宅大樓(11層含以上有電梯),見其他登記事項,831224,843.48,89250,106,0,25.05624890 ,121.49187560 
三重區,建物,新北市三重區三和路三段107巷31~60號,0,住,1040926,一層,4,店面(店鋪),商業用,660924,85,26000,306,0,25.07311450 ,121.49548240 
三重區,建物,新北市三重區三和路一段61~90號,0,住,1040917,六層,23,住宅大樓(11層含以上有電梯),住家用,1040521,102.25,28000,274,0,25.06565300 ,121.50282200 
三重區,房地(土地+建物),新北市三重區文化南路31~60號,7.7,住,1040916,六層,14,住宅大樓(11層含以上有電梯),住家用,1030711,74.76,15000,201,0,25.06179960 ,121.50008260 
三重區,建物,新北市三重區三和路一段61~90號,0,住,1040921,五層,23,住宅大樓(11層含以上有電梯),住家用,1040521,151.08,32000,212,0,25.06565300 ,121.50282200 
三重區,房地(土地+建物)+車位,新北市三重區興德路91~120號,83.99,工,1040924,十一層,16,廠辦,工業用,900628,808.08,142000,176,0,25.05336720 ,121.47323020 
三重區,房地(土地+建物),新北市三重區三和路四段215巷61~90號,18.57,住,1041005,一層,7,店面(店鋪),住家用,900119,105.98,35000,330,0,25.08029140 ,121.48376940 
三重區,建物,新北市三重區重新路五段601~630號,0,工,1041002,二層,10,廠辦,工商用,810521,182.07,37000,203,0,25.04549630 ,121.46918830 
三重區,房地(土地+建物),新北市三重區光復路一段68巷1~30號,1020.75,工,1041008,見其他登記事項,2,工廠,工業用,540501,507.66,320000,,0,25.04940700 ,121.47152900 
三重區,建物,新北市三重區光復路一段68巷24弄1~30號,0,工,1041008,一層,1,工廠,工業用,550630,490.05,120000,,0,25.04889300 ,121.47060600 
三重區,建物,新北市三重區光復路一段1~30號,0,工,1041019,一層,3,店面(店鋪),見其他登記事項,760611,123.97,38000,307,0,25.04682700 ,121.47234300 
三重區,建物,新北市三重區三和路一段61~90號,0,住,1041007,七層,23,住宅大樓(11層含以上有電梯),住家用,1040521,102.24,28000,274,0,25.06565300 ,121.50282200 
三重區,建物,新北市三重區龍門路1~30號,0,住,1041026,一層,15,店面(店鋪),商業用,980218,99.98,56000,560,0,25.07098200 ,121.49489500 
三重區,房地(土地+建物),新北市三重區三寧街31~60號,27.73,住,1041103,四層,4,公寓(5樓含以下無電梯),住家用,630408,89.5,18000,201,0,25.05985000 ,121.48990700 
三重區,建物,新北市三重區正義北路1~30號,0,商,1041026,一層,12,辦公商業大樓,商業用,751205,88.16,55000,624,0,25.06252100 ,121.49795180 
三重區,建物,新北市三重區正義北路1~30號,0,商,1041026,二層,12,辦公商業大樓,商業用,751205,104.99,20000,190,0,25.06252100 ,121.49795180 
三重區,建物,新北市三重區重新路五段631~660號,0,工,1041112,四層,10,廠辦,工業用,941003,358.04,63000,176,0,25.04421650 ,121.46784750 
三重區,建物,新北市三重區重新路五段631~660號,0,工,1041112,四層,10,廠辦,工業用,941003,353.9,55000,155,0,25.04421650 ,121.46784750 
三重區,建物,新北市三重區重新路五段631~660號,0,工,1041112,四層,10,廠辦,工業用,941003,329.43,60000,182,0,25.04421650 ,121.46784750 
三重區,建物,新北市三重區重新路二段1~30號,0,商,1041116,二層,14,住宅大樓(11層含以上有電梯),商業用,890212,209.39,38000,181,12.62,25.06305100 ,121.49959900 
三重區,建物,新北市三重區頂崁街121~150號,79.47,其他,1041201,一層,2,公寓(5樓含以下無電梯),住家用,580805,149,35000,235,0,25.06441700 ,121.47793400 
三重區,建物,新北市三重區重新路四段211~240號,0,住,1041126,二層,5,公寓(5樓含以下無電梯),住家用,680410,39.67,11000,277,0,25.05490970 ,121.48614850 
三重區,建物,新北市三重區重安街61~90號,0,,1040918,五層,5,公寓(5樓含以下無電梯),住家用,690103,151,16320,108,0,25.05624890 ,121.49187560 
三重區,建物,新北市三重區三賢街1~30號,0,住,1041224,三層,14,住宅大樓(11層含以上有電梯),住家用,970204,225.36,38000,169,30.46,25.08760990 ,121.48683010 
三重區,房地(土地+建物),新北市三重區中興北街61~90號,247.34,工,1041218,一層,4,工廠,見其他登記事項,681116,184,20000,,0,25.04741190 ,121.46979100 
三重區,建物,新北市三重區集賢路91~120號,0,住,1041221,十九層,28,住宅大樓(11層含以上有電梯),住家用,1000527,307.26,51000,166,39.53,25.08870410 ,121.49218660 
三重區,房地(土地+建物),新北市三重區集美街121~150號,18.06,住,1041228,六層,7,住宅大樓(11層含以上有電梯),住家用,870603,104.08,20000,192,0,25.05275700 ,121.49045500 
三重區,建物,新北市三重區重陽路四段121~150號,0,,1041211,九層,12,辦公商業大樓,住家用,821110,217.93,40000,184,0,25.07202090 ,121.49355500 
三重區,建物,新北市三重區自強路五段1~30號,0,住,1041230,一層,4,店面(店鋪),住家用,640526,70.92,28000,395,0,25.08027790 ,121.49218270 
三重區,建物,新北市三重區三和路四段1~30號,0,住,1041210,十二層,17,套房(1房1廳1衛),商業用,871031,40,15000,375,0,25.07416520 ,121.49152460 
三重區,建物,新北市三重區重新路四段61~90號,0,商,1041223,三層,23,辦公商業大樓,商業用,851017,217.28,55000,253,0,25.05741790 ,121.48759400 
三重區,建物,新北市三重區長榮路1~30號,0,住,1050106,三層,10,華廈(10層含以下有電梯),住家用,971024,58.84,15000,255,0,25.08197390 ,121.46369000 
三重區,建物,新北市三重區大榮街1~30號,0,住,1041220,一層,4,公寓(5樓含以下無電梯),商業用,630723,66.41,22000,331,0,25.06307500 ,121.49791000 
三重區,房地(土地+建物)+車位,新北市三重區重新路五段631~660號,61.42,工,1041221,三層,14,辦公商業大樓,見其他登記事項,970220,301.36,88000,292,45.38,25.04421650 ,121.46784750 
三重區,建物,新北市三重區三和路四段91~120號,0,工,1050109,十一層,13,住宅大樓(11層含以上有電梯),工業用,831125,99.56,20500,206,0,25.07575190 ,121.48890200 
三重區,建物,新北市三重區重新路四段121~150號,0,商,1041231,一層,4,店面(店鋪),商業用,641009,107,18000,168,0,25.05661430 ,121.48695140 
三重區,建物,新北市三重區仁愛街271~300號,0,住,1050114,一層,12,住宅大樓(11層含以上有電梯),,790119,115.92,18000,155,0,25.07880520 ,121.49294640 
